,customer_number,Cluster,cluster_name
0,14,1,Budget Buyers
1,45,1,Budget Buyers
2,52,0,Premium Buyers
3,61,1,Budget Buyers
4,63,0,Premium Buyers
5,67,2,Regular Buyers
6,68,4,Occassional Buyers
7,71,2,Regular Buyers
8,77,1,Budget Buyers
9,81,1,Budget Buyers
10,83,1,Budget Buyers
11,85,0,Premium Buyers
12,108,0,Premium Buyers
13,110,4,Occassional Buyers
14,111,1,Budget Buyers
15,117,0,Premium Buyers
16,119,3,Convenience-seeker Buyers
17,123,1,Budget Buyers
18,124,1,Budget Buyers
19,133,1,Budget Buyers
20,136,1,Budget Buyers
21,140,0,Premium Buyers
22,144,4,Occassional Buyers
23,149,4,Occassional Buyers
24,153,1,Budget Buyers
25,156,3,Convenience-seeker Buyers
26,157,2,Regular Buyers
27,166,4,Occassional Buyers
28,170,3,Convenience-seeker Buyers
29,176,0,Premium Buyers
30,182,0,Premium Buyers
31,186,3,Convenience-seeker Buyers
32,187,1,Budget Buyers
33,191,1,Budget Buyers
34,198,1,Budget Buyers
35,201,3,Convenience-seeker Buyers
36,202,0,Premium Buyers
37,206,3,Convenience-seeker Buyers
38,212,0,Premium Buyers
39,215,1,Budget Buyers
40,218,3,Convenience-seeker Buyers
41,221,1,Budget Buyers
42,230,4,Occassional Buyers
43,231,3,Convenience-seeker Buyers
44,232,2,Regular Buyers
45,236,3,Convenience-seeker Buyers
46,244,2,Regular Buyers
47,247,1,Budget Buyers
48,256,1,Budget Buyers
49,257,1,Budget Buyers
50,258,0,Premium Buyers
51,263,3,Convenience-seeker Buyers
52,269,1,Budget Buyers
53,275,4,Occassional Buyers
54,276,1,Budget Buyers
55,277,2,Regular Buyers
56,280,0,Premium Buyers
57,281,2,Regular Buyers
58,283,3,Convenience-seeker Buyers
59,305,4,Occassional Buyers
60,308,0,Premium Buyers
61,309,0,Premium Buyers
62,312,3,Convenience-seeker Buyers
63,320,1,Budget Buyers
64,324,4,Occassional Buyers
65,328,1,Budget Buyers
66,341,3,Convenience-seeker Buyers
67,342,1,Budget Buyers
68,349,1,Budget Buyers
69,350,1,Budget Buyers
70,352,1,Budget Buyers
71,356,0,Premium Buyers
72,357,2,Regular Buyers
73,359,1,Budget Buyers
74,362,1,Budget Buyers
75,367,2,Regular Buyers
76,368,1,Budget Buyers
77,372,1,Budget Buyers
78,385,1,Budget Buyers
79,386,3,Convenience-seeker Buyers
80,395,0,Premium Buyers
81,398,0,Premium Buyers
82,401,0,Premium Buyers
83,404,2,Regular Buyers
84,409,0,Premium Buyers
85,412,0,Premium Buyers
86,419,1,Budget Buyers
87,426,1,Budget Buyers
88,427,1,Budget Buyers
89,433,3,Convenience-seeker Buyers
90,434,4,Occassional Buyers
91,445,2,Regular Buyers
92,447,4,Occassional Buyers
93,459,1,Budget Buyers
94,474,1,Budget Buyers
95,475,1,Budget Buyers
96,496,1,Budget Buyers
97,498,3,Convenience-seeker Buyers
98,507,0,Premium Buyers
99,510,1,Budget Buyers
100,515,4,Occassional Buyers
101,521,0,Premium Buyers
102,523,1,Budget Buyers
103,535,1,Budget Buyers
104,538,1,Budget Buyers
105,540,1,Budget Buyers
106,541,4,Occassional Buyers
107,542,1,Budget Buyers
108,550,0,Premium Buyers
109,559,1,Budget Buyers
110,562,1,Budget Buyers
111,571,1,Budget Buyers
112,572,0,Premium Buyers
113,579,1,Budget Buyers
114,584,3,Convenience-seeker Buyers
115,588,1,Budget Buyers
116,589,2,Regular Buyers
117,594,2,Regular Buyers
118,611,0,Premium Buyers
119,616,3,Convenience-seeker Buyers
120,618,1,Budget Buyers
121,620,0,Premium Buyers
122,635,1,Budget Buyers
123,646,4,Occassional Buyers
124,647,1,Budget Buyers
125,649,4,Occassional Buyers
126,652,1,Budget Buyers
127,655,2,Regular Buyers
128,657,3,Convenience-seeker Buyers
129,662,1,Budget Buyers
130,667,3,Convenience-seeker Buyers
131,669,0,Premium Buyers
132,674,1,Budget Buyers
133,687,0,Premium Buyers
134,697,1,Budget Buyers
135,704,2,Regular Buyers
136,711,2,Regular Buyers
137,712,4,Occassional Buyers
138,717,0,Premium Buyers
139,724,1,Budget Buyers
140,725,0,Premium Buyers
141,732,0,Premium Buyers
142,734,3,Convenience-seeker Buyers
143,735,1,Budget Buyers
144,737,1,Budget Buyers
145,746,0,Premium Buyers
146,752,3,Convenience-seeker Buyers
147,755,4,Occassional Buyers
148,759,4,Occassional Buyers
149,770,1,Budget Buyers
150,777,4,Occassional Buyers
151,786,0,Premium Buyers
152,787,3,Convenience-seeker Buyers
153,788,4,Occassional Buyers
154,792,3,Convenience-seeker Buyers
155,795,4,Occassional Buyers
156,808,0,Premium Buyers
157,825,4,Occassional Buyers
158,827,1,Budget Buyers
159,828,3,Convenience-seeker Buyers
160,832,1,Budget Buyers
161,838,1,Budget Buyers
162,846,3,Convenience-seeker Buyers
163,848,1,Budget Buyers
164,850,4,Occassional Buyers
165,858,1,Budget Buyers
166,859,0,Premium Buyers
167,867,4,Occassional Buyers
168,871,3,Convenience-seeker Buyers
169,872,1,Budget Buyers
170,896,0,Premium Buyers
171,898,3,Convenience-seeker Buyers
172,905,2,Regular Buyers
173,906,1,Budget Buyers
174,910,3,Convenience-seeker Buyers
175,912,1,Budget Buyers
176,914,1,Budget Buyers
177,919,4,Occassional Buyers
178,921,3,Convenience-seeker Buyers
179,925,4,Occassional Buyers
180,928,0,Premium Buyers
181,935,1,Budget Buyers
182,937,3,Convenience-seeker Buyers
183,942,1,Budget Buyers
184,945,1,Budget Buyers
185,946,3,Convenience-seeker Buyers
186,951,0,Premium Buyers
187,953,1,Budget Buyers
188,972,4,Occassional Buyers
189,974,1,Budget Buyers
190,977,2,Regular Buyers
191,1008,2,Regular Buyers
192,1015,4,Occassional Buyers
193,1018,2,Regular Buyers
194,1019,2,Regular Buyers
195,1024,4,Occassional Buyers
196,1030,4,Occassional Buyers
197,1031,4,Occassional Buyers
198,1037,0,Premium Buyers
199,1043,1,Budget Buyers
200,1045,4,Occassional Buyers
201,1046,3,Convenience-seeker Buyers
202,1050,4,Occassional Buyers
203,1060,1,Budget Buyers
204,1064,3,Convenience-seeker Buyers
205,1071,1,Budget Buyers
206,1073,3,Convenience-seeker Buyers
207,1074,0,Premium Buyers
208,1075,0,Premium Buyers
209,1076,0,Premium Buyers
210,1078,4,Occassional Buyers
211,1079,2,Regular Buyers
212,1081,0,Premium Buyers
213,1083,1,Budget Buyers
214,1089,4,Occassional Buyers
215,1096,0,Premium Buyers
216,1101,1,Budget Buyers
217,1109,1,Budget Buyers
218,1113,1,Budget Buyers
219,1117,0,Premium Buyers
220,1118,3,Convenience-seeker Buyers
221,1121,4,Occassional Buyers
222,1122,3,Convenience-seeker Buyers
223,1128,3,Convenience-seeker Buyers
224,1129,2,Regular Buyers
225,1143,1,Budget Buyers
226,1145,0,Premium Buyers
227,1147,1,Budget Buyers
228,1149,2,Regular Buyers
229,1152,2,Regular Buyers
230,1163,0,Premium Buyers
231,1168,1,Budget Buyers
232,1172,1,Budget Buyers
233,1174,0,Premium Buyers
234,1195,1,Budget Buyers
235,1201,1,Budget Buyers
236,1206,3,Convenience-seeker Buyers
237,1212,0,Premium Buyers
238,1218,4,Occassional Buyers
239,1222,0,Premium Buyers
240,1223,1,Budget Buyers
241,1224,4,Occassional Buyers
242,1226,2,Regular Buyers
243,1228,0,Premium Buyers
244,1233,0,Premium Buyers
245,1241,3,Convenience-seeker Buyers
246,1242,1,Budget Buyers
247,1250,0,Premium Buyers
248,1253,3,Convenience-seeker Buyers
249,1254,2,Regular Buyers
250,1257,1,Budget Buyers
251,1265,1,Budget Buyers
252,1267,1,Budget Buyers
253,1268,1,Budget Buyers
254,1281,1,Budget Buyers
255,1284,4,Occassional Buyers
256,1286,1,Budget Buyers
257,1292,3,Convenience-seeker Buyers
258,1301,4,Occassional Buyers
259,1308,1,Budget Buyers
260,1322,0,Premium Buyers
261,1325,4,Occassional Buyers
262,1330,2,Regular Buyers
263,1340,1,Budget Buyers
264,1357,2,Regular Buyers
265,1364,0,Premium Buyers
266,1378,1,Budget Buyers
267,1379,0,Premium Buyers
268,1382,1,Budget Buyers
269,1388,1,Budget Buyers
270,1395,3,Convenience-seeker Buyers
271,1397,3,Convenience-seeker Buyers
272,1399,3,Convenience-seeker Buyers
273,1406,1,Budget Buyers
274,1412,0,Premium Buyers
275,1413,2,Regular Buyers
276,1419,1,Budget Buyers
277,1421,0,Premium Buyers
278,1432,1,Budget Buyers
279,1433,0,Premium Buyers
280,1437,1,Budget Buyers
281,1442,1,Budget Buyers
282,1446,1,Budget Buyers
283,1454,2,Regular Buyers
284,1461,3,Convenience-seeker Buyers
285,1464,1,Budget Buyers
286,1469,0,Premium Buyers
287,1473,4,Occassional Buyers
288,1474,1,Budget Buyers
289,1480,2,Regular Buyers
290,1484,3,Convenience-seeker Buyers
291,1497,0,Premium Buyers
292,1500,4,Occassional Buyers
293,1508,1,Budget Buyers
294,1509,0,Premium Buyers
295,1511,4,Occassional Buyers
296,1514,2,Regular Buyers
297,1519,4,Occassional Buyers
298,1520,1,Budget Buyers
299,1524,1,Budget Buyers
300,1529,4,Occassional Buyers
301,1540,4,Occassional Buyers
302,1557,1,Budget Buyers
303,1559,0,Premium Buyers
304,1567,1,Budget Buyers
305,1579,3,Convenience-seeker Buyers
306,1580,4,Occassional Buyers
307,1588,2,Regular Buyers
308,1589,1,Budget Buyers
309,1594,0,Premium Buyers
310,1595,1,Budget Buyers
311,1604,1,Budget Buyers
312,1617,1,Budget Buyers
313,1623,0,Premium Buyers
314,1626,3,Convenience-seeker Buyers
315,1642,4,Occassional Buyers
316,1652,0,Premium Buyers
317,1654,1,Budget Buyers
318,1657,4,Occassional Buyers
319,1663,0,Premium Buyers
320,1669,4,Occassional Buyers
321,1671,3,Convenience-seeker Buyers
322,1676,2,Regular Buyers
323,1696,2,Regular Buyers
324,1697,1,Budget Buyers
325,1704,0,Premium Buyers
326,1707,3,Convenience-seeker Buyers
327,1712,2,Regular Buyers
328,1716,1,Budget Buyers
329,1717,2,Regular Buyers
330,1721,1,Budget Buyers
331,1722,2,Regular Buyers
332,1730,1,Budget Buyers
333,1731,1,Budget Buyers
334,1759,3,Convenience-seeker Buyers
335,1760,1,Budget Buyers
336,1762,1,Budget Buyers
337,1764,4,Occassional Buyers
338,1770,1,Budget Buyers
339,1774,3,Convenience-seeker Buyers
340,1780,2,Regular Buyers
341,1793,2,Regular Buyers
342,1799,2,Regular Buyers
343,1800,1,Budget Buyers
344,1805,4,Occassional Buyers
345,1820,0,Premium Buyers
346,1831,0,Premium Buyers
347,1832,1,Budget Buyers
348,1849,1,Budget Buyers
349,1864,1,Budget Buyers
350,1865,0,Premium Buyers
351,1868,4,Occassional Buyers
352,1869,1,Budget Buyers
353,1874,3,Convenience-seeker Buyers
354,1886,1,Budget Buyers
355,1891,3,Convenience-seeker Buyers
356,1893,1,Budget Buyers
357,1894,1,Budget Buyers
358,1901,3,Convenience-seeker Buyers
359,1903,1,Budget Buyers
360,1904,0,Premium Buyers
361,1905,1,Budget Buyers
362,1910,4,Occassional Buyers
363,1911,1,Budget Buyers
364,1918,1,Budget Buyers
365,1922,3,Convenience-seeker Buyers
366,1923,2,Regular Buyers
367,1925,1,Budget Buyers
368,1926,3,Convenience-seeker Buyers
369,1932,4,Occassional Buyers
370,1935,4,Occassional Buyers
371,1937,1,Budget Buyers
372,1938,3,Convenience-seeker Buyers
373,1939,3,Convenience-seeker Buyers
374,1943,1,Budget Buyers
375,1944,1,Budget Buyers
376,1969,1,Budget Buyers
377,1978,0,Premium Buyers
378,1979,1,Budget Buyers
379,1988,4,Occassional Buyers
380,1989,1,Budget Buyers
381,1999,2,Regular Buyers
382,2011,3,Convenience-seeker Buyers
383,2014,1,Budget Buyers
384,2019,1,Budget Buyers
385,2024,3,Convenience-seeker Buyers
386,2029,1,Budget Buyers
387,2049,1,Budget Buyers
388,2056,4,Occassional Buyers
389,2063,2,Regular Buyers
390,2066,2,Regular Buyers
391,2067,2,Regular Buyers
392,2083,1,Budget Buyers
393,2110,4,Occassional Buyers
394,2111,2,Regular Buyers
395,2117,3,Convenience-seeker Buyers
396,2125,1,Budget Buyers
397,2131,2,Regular Buyers
398,2132,2,Regular Buyers
399,2138,0,Premium Buyers
400,2139,4,Occassional Buyers
401,2140,0,Premium Buyers
402,2141,2,Regular Buyers
403,2146,1,Budget Buyers
404,2154,1,Budget Buyers
405,2162,1,Budget Buyers
406,2174,0,Premium Buyers
407,2177,0,Premium Buyers
408,2182,4,Occassional Buyers
409,2183,4,Occassional Buyers
410,2192,1,Budget Buyers
411,2198,2,Regular Buyers
412,2207,2,Regular Buyers
413,2209,1,Budget Buyers
414,2214,2,Regular Buyers
415,2216,1,Budget Buyers
416,2225,2,Regular Buyers
417,2226,1,Budget Buyers
418,2232,3,Convenience-seeker Buyers
419,2233,3,Convenience-seeker Buyers
420,2239,1,Budget Buyers
421,2242,4,Occassional Buyers
422,2243,2,Regular Buyers
423,2256,0,Premium Buyers
424,2260,2,Regular Buyers
425,2263,3,Convenience-seeker Buyers
426,2275,3,Convenience-seeker Buyers
427,2277,3,Convenience-seeker Buyers
428,2279,4,Occassional Buyers
429,2282,1,Budget Buyers
430,2290,1,Budget Buyers
431,2291,1,Budget Buyers
432,2301,4,Occassional Buyers
433,2312,1,Budget Buyers
434,2313,4,Occassional Buyers
435,2322,3,Convenience-seeker Buyers
436,2326,2,Regular Buyers
437,2327,0,Premium Buyers
438,2352,4,Occassional Buyers
439,2359,0,Premium Buyers
440,2366,2,Regular Buyers
441,2370,0,Premium Buyers
442,2376,0,Premium Buyers
443,2377,3,Convenience-seeker Buyers
444,2379,4,Occassional Buyers
445,2388,1,Budget Buyers
446,2392,4,Occassional Buyers
447,2414,1,Budget Buyers
448,2417,1,Budget Buyers
449,2427,2,Regular Buyers
450,2431,2,Regular Buyers
451,2438,1,Budget Buyers
452,2442,1,Budget Buyers
453,2445,0,Premium Buyers
454,2450,2,Regular Buyers
455,2451,1,Budget Buyers
456,2452,3,Convenience-seeker Buyers
457,2466,1,Budget Buyers
458,2469,3,Convenience-seeker Buyers
459,2470,1,Budget Buyers
460,2473,1,Budget Buyers
461,2476,3,Convenience-seeker Buyers
462,2498,1,Budget Buyers
463,2499,1,Budget Buyers
464,2500,2,Regular Buyers
465,2501,0,Premium Buyers
466,2503,3,Convenience-seeker Buyers
467,2511,2,Regular Buyers
468,2514,1,Budget Buyers
469,2519,1,Budget Buyers
470,2522,4,Occassional Buyers
471,2532,1,Budget Buyers
472,2539,4,Occassional Buyers
473,2559,3,Convenience-seeker Buyers
474,2566,4,Occassional Buyers
475,2568,0,Premium Buyers
476,2573,3,Convenience-seeker Buyers
477,2575,3,Convenience-seeker Buyers
478,2581,0,Premium Buyers
479,2588,2,Regular Buyers
480,2590,0,Premium Buyers
481,2600,0,Premium Buyers
482,2603,3,Convenience-seeker Buyers
483,2604,1,Budget Buyers
484,2606,1,Budget Buyers
485,2614,2,Regular Buyers
486,2622,1,Budget Buyers
487,2623,3,Convenience-seeker Buyers
488,2628,3,Convenience-seeker Buyers
489,2636,1,Budget Buyers
490,2638,4,Occassional Buyers
491,2642,3,Convenience-seeker Buyers
492,2643,1,Budget Buyers
493,2645,1,Budget Buyers
494,2649,0,Premium Buyers
495,2653,1,Budget Buyers
496,2657,1,Budget Buyers
497,2660,2,Regular Buyers
498,2662,1,Budget Buyers
499,2664,4,Occassional Buyers
500,2667,1,Budget Buyers
501,2669,4,Occassional Buyers
502,2671,2,Regular Buyers
503,2678,2,Regular Buyers
504,2684,3,Convenience-seeker Buyers
505,2692,2,Regular Buyers
506,2695,4,Occassional Buyers
507,2705,2,Regular Buyers
508,2716,3,Convenience-seeker Buyers
509,2737,1,Budget Buyers
510,2744,1,Budget Buyers
511,2754,3,Convenience-seeker Buyers
512,2758,1,Budget Buyers
513,2760,0,Premium Buyers
514,2761,3,Convenience-seeker Buyers
515,2764,1,Budget Buyers
516,2772,1,Budget Buyers
517,2777,3,Convenience-seeker Buyers
518,2780,4,Occassional Buyers
519,2782,4,Occassional Buyers
520,2784,1,Budget Buyers
521,2792,4,Occassional Buyers
522,2795,4,Occassional Buyers
523,2798,1,Budget Buyers
524,2802,3,Convenience-seeker Buyers
525,2807,1,Budget Buyers
526,2820,4,Occassional Buyers
527,2832,1,Budget Buyers
528,2833,1,Budget Buyers
529,2834,2,Regular Buyers
530,2837,3,Convenience-seeker Buyers
531,2842,4,Occassional Buyers
532,2848,2,Regular Buyers
533,2852,1,Budget Buyers
534,2856,1,Budget Buyers
535,2861,0,Premium Buyers
536,2862,1,Budget Buyers
537,2865,0,Premium Buyers
538,2870,4,Occassional Buyers
539,2874,2,Regular Buyers
540,2880,4,Occassional Buyers
541,2882,0,Premium Buyers
542,2883,1,Budget Buyers
543,2888,3,Convenience-seeker Buyers
544,2892,3,Convenience-seeker Buyers
545,2897,2,Regular Buyers
546,2898,1,Budget Buyers
547,2899,4,Occassional Buyers
548,2901,1,Budget Buyers
549,2903,1,Budget Buyers
550,2905,0,Premium Buyers
551,2906,3,Convenience-seeker Buyers
552,2916,1,Budget Buyers
553,2917,1,Budget Buyers
554,2920,1,Budget Buyers
555,2921,1,Budget Buyers
556,2922,0,Premium Buyers
557,2923,1,Budget Buyers
558,2925,1,Budget Buyers
559,2928,2,Regular Buyers
560,2937,0,Premium Buyers
561,2977,3,Convenience-seeker Buyers
562,2981,1,Budget Buyers
563,2982,1,Budget Buyers
564,2986,3,Convenience-seeker Buyers
565,2988,0,Premium Buyers
566,2989,1,Budget Buyers
567,2994,0,Premium Buyers
568,3003,1,Budget Buyers
569,3004,1,Budget Buyers
570,3008,3,Convenience-seeker Buyers
571,3023,1,Budget Buyers
572,3027,4,Occassional Buyers
573,3028,1,Budget Buyers
574,3038,3,Convenience-seeker Buyers
575,3046,4,Occassional Buyers
576,3050,4,Occassional Buyers
577,3054,1,Budget Buyers
578,3064,0,Premium Buyers
579,3065,0,Premium Buyers
580,3066,1,Budget Buyers
581,3070,0,Premium Buyers
582,3076,2,Regular Buyers
583,3087,1,Budget Buyers
584,3092,2,Regular Buyers
585,3096,1,Budget Buyers
586,3116,3,Convenience-seeker Buyers
587,3117,0,Premium Buyers
588,3122,3,Convenience-seeker Buyers
589,3126,3,Convenience-seeker Buyers
590,3127,1,Budget Buyers
591,3128,3,Convenience-seeker Buyers
592,3139,2,Regular Buyers
593,3144,3,Convenience-seeker Buyers
594,3145,4,Occassional Buyers
595,3148,4,Occassional Buyers
596,3149,1,Budget Buyers
597,3152,1,Budget Buyers
598,3155,4,Occassional Buyers
599,3158,3,Convenience-seeker Buyers
600,3165,1,Budget Buyers
601,3167,1,Budget Buyers
602,3168,4,Occassional Buyers
603,3170,1,Budget Buyers
604,3172,2,Regular Buyers
605,3176,1,Budget Buyers
606,3177,1,Budget Buyers
607,3181,4,Occassional Buyers
608,3182,0,Premium Buyers
609,3193,0,Premium Buyers
610,3196,1,Budget Buyers
611,3200,1,Budget Buyers
612,3202,3,Convenience-seeker Buyers
613,3203,2,Regular Buyers
614,3210,3,Convenience-seeker Buyers
615,3213,1,Budget Buyers
616,3214,3,Convenience-seeker Buyers
617,3218,4,Occassional Buyers
618,3230,2,Regular Buyers
619,3243,2,Regular Buyers
620,3269,1,Budget Buyers
621,3278,1,Budget Buyers
622,3289,4,Occassional Buyers
623,3293,1,Budget Buyers
624,3311,0,Premium Buyers
625,3315,1,Budget Buyers
626,3325,4,Occassional Buyers
627,3331,2,Regular Buyers
628,3351,0,Premium Buyers
629,3353,2,Regular Buyers
630,3355,4,Occassional Buyers
631,3363,0,Premium Buyers
632,3386,2,Regular Buyers
633,3391,1,Budget Buyers
634,3394,1,Budget Buyers
635,3395,4,Occassional Buyers
636,3398,1,Budget Buyers
637,3420,0,Premium Buyers
638,3424,1,Budget Buyers
639,3431,1,Budget Buyers
640,3433,2,Regular Buyers
641,3446,2,Regular Buyers
642,3447,1,Budget Buyers
643,3451,3,Convenience-seeker Buyers
644,3452,3,Convenience-seeker Buyers
645,3455,3,Convenience-seeker Buyers
646,3457,4,Occassional Buyers
647,3458,2,Regular Buyers
648,3463,0,Premium Buyers
649,3468,1,Budget Buyers
650,3472,0,Premium Buyers
651,3497,0,Premium Buyers
652,3513,1,Budget Buyers
653,3529,0,Premium Buyers
654,3530,4,Occassional Buyers
655,3541,0,Premium Buyers
656,3545,4,Occassional Buyers
657,3552,0,Premium Buyers
658,3555,0,Premium Buyers
659,3566,0,Premium Buyers
660,3568,1,Budget Buyers
661,3570,2,Regular Buyers
662,3571,2,Regular Buyers
663,3579,1,Budget Buyers
664,3583,3,Convenience-seeker Buyers
665,3586,1,Budget Buyers
666,3587,1,Budget Buyers
667,3594,3,Convenience-seeker Buyers
668,3597,3,Convenience-seeker Buyers
669,3605,3,Convenience-seeker Buyers
670,3606,3,Convenience-seeker Buyers
671,3613,3,Convenience-seeker Buyers
672,3617,0,Premium Buyers
673,3622,3,Convenience-seeker Buyers
674,3633,4,Occassional Buyers
675,3636,2,Regular Buyers
676,3641,1,Budget Buyers
677,3644,2,Regular Buyers
678,3647,3,Convenience-seeker Buyers
679,3660,2,Regular Buyers
680,3663,2,Regular Buyers
681,3671,4,Occassional Buyers
682,3676,0,Premium Buyers
683,3679,0,Premium Buyers
684,3685,3,Convenience-seeker Buyers
685,3686,3,Convenience-seeker Buyers
686,3690,0,Premium Buyers
687,3693,0,Premium Buyers
688,3695,0,Premium Buyers
689,3701,3,Convenience-seeker Buyers
690,3702,2,Regular Buyers
691,3711,3,Convenience-seeker Buyers
692,3715,3,Convenience-seeker Buyers
693,3727,3,Convenience-seeker Buyers
694,3728,2,Regular Buyers
695,3730,1,Budget Buyers
696,3733,3,Convenience-seeker Buyers
697,3740,0,Premium Buyers
698,3741,4,Occassional Buyers
699,3745,0,Premium Buyers
700,3756,3,Convenience-seeker Buyers
701,3759,4,Occassional Buyers
702,3760,4,Occassional Buyers
703,3763,3,Convenience-seeker Buyers
704,3780,1,Budget Buyers
705,3781,0,Premium Buyers
706,3789,1,Budget Buyers
707,3798,3,Convenience-seeker Buyers
708,3817,3,Convenience-seeker Buyers
709,3818,0,Premium Buyers
710,3819,0,Premium Buyers
711,3820,0,Premium Buyers
712,3830,3,Convenience-seeker Buyers
713,3838,0,Premium Buyers
714,3839,3,Convenience-seeker Buyers
715,3843,1,Budget Buyers
716,3844,1,Budget Buyers
717,3845,0,Premium Buyers
718,3848,3,Convenience-seeker Buyers
719,3855,1,Budget Buyers
720,3865,3,Convenience-seeker Buyers
721,3870,4,Occassional Buyers
722,3877,0,Premium Buyers
723,3881,1,Budget Buyers
724,3887,3,Convenience-seeker Buyers
725,3892,3,Convenience-seeker Buyers
726,3893,3,Convenience-seeker Buyers
727,3902,1,Budget Buyers
728,3940,4,Occassional Buyers
729,3945,3,Convenience-seeker Buyers
730,3947,3,Convenience-seeker Buyers
731,3949,3,Convenience-seeker Buyers
732,3953,0,Premium Buyers
733,3961,2,Regular Buyers
734,3967,4,Occassional Buyers
735,3968,4,Occassional Buyers
736,3973,4,Occassional Buyers
737,3978,3,Convenience-seeker Buyers
738,3990,0,Premium Buyers
739,3997,1,Budget Buyers
740,4005,1,Budget Buyers
741,4006,4,Occassional Buyers
742,4020,1,Budget Buyers
743,4024,4,Occassional Buyers
744,4025,3,Convenience-seeker Buyers
745,4028,1,Budget Buyers
746,4030,3,Convenience-seeker Buyers
747,4035,1,Budget Buyers
748,4042,1,Budget Buyers
749,4044,0,Premium Buyers
750,4045,2,Regular Buyers
751,4047,3,Convenience-seeker Buyers
752,4051,1,Budget Buyers
753,4053,0,Premium Buyers
754,4063,3,Convenience-seeker Buyers
755,4066,4,Occassional Buyers
756,4069,0,Premium Buyers
757,4070,3,Convenience-seeker Buyers
758,4073,1,Budget Buyers
759,4075,0,Premium Buyers
760,4079,3,Convenience-seeker Buyers
761,4082,4,Occassional Buyers
762,4083,3,Convenience-seeker Buyers
763,4084,4,Occassional Buyers
764,4086,1,Budget Buyers
765,4098,1,Budget Buyers
766,4109,3,Convenience-seeker Buyers
767,4118,0,Premium Buyers
768,4134,3,Convenience-seeker Buyers
769,4135,1,Budget Buyers
770,4140,3,Convenience-seeker Buyers
771,4149,1,Budget Buyers
772,4151,3,Convenience-seeker Buyers
773,4158,0,Premium Buyers
774,4163,3,Convenience-seeker Buyers
775,4166,0,Premium Buyers
776,4173,4,Occassional Buyers
777,4176,1,Budget Buyers
778,4187,1,Budget Buyers
779,4188,0,Premium Buyers
780,4193,3,Convenience-seeker Buyers
781,4207,3,Convenience-seeker Buyers
782,4219,3,Convenience-seeker Buyers
783,4231,1,Budget Buyers
784,4232,3,Convenience-seeker Buyers
785,4235,1,Budget Buyers
786,4238,3,Convenience-seeker Buyers
787,4242,0,Premium Buyers
788,4243,1,Budget Buyers
789,4245,3,Convenience-seeker Buyers
790,4254,0,Premium Buyers
791,4257,4,Occassional Buyers
792,4258,3,Convenience-seeker Buyers
